maker,product_name,url,form,moisture_pct,protein_asfed,protein_dm,fat_dm,phosphorus_asfed,phosphorus_dm,calorie_density_100g,calorie_basis,is_therapeutic,phosphorus_disclosed,fetched_at
いなばペットフード株式会社,焼本かつお 海鮮ほたて味 10本入り,https://www.inaba-petfood.co.jp/product/detail/%E7%84%BC%E6%9C%AC%E3%81%8B%E3%81%A4%E3%81%8A/10097,ウェット,70.0,26.5,88.3,5.0,,,,,False,no,2026-06-22
いなばペットフード株式会社,焼本かつお 海鮮しらす味 10本入り,https://www.inaba-petfood.co.jp/product/detail/%E7%84%BC%E6%9C%AC%E3%81%8B%E3%81%A4%E3%81%8A/10096,ウェット,70.0,26.5,88.3,5.0,,,,,False,no,2026-06-22
いなばペットフード株式会社,焼ささみ 高齢猫用 10本入り,https://www.inaba-petfood.co.jp/product/detail/%E7%84%BC%E3%81%95%E3%81%95%E3%81%BF/9792,ウェット,77.0,20.0,87.0,4.8,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,焼ささみ かつおミックス味 10本入り,https://www.inaba-petfood.co.jp/product/detail/%E7%84%BC%E3%81%95%E3%81%95%E3%81%BF/9791,ウェット,74.0,23.0,88.5,4.2,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,焼ささみ チキンミックス味 10本入り,https://www.inaba-petfood.co.jp/product/detail/%E7%84%BC%E3%81%95%E3%81%95%E3%81%BF/9790,ウェット,74.0,23.0,88.5,4.2,,,,,False,no,2026-06-22
いなばペットフード株式会社,焼ささみ ほたて海鮮味 10本入り,https://www.inaba-petfood.co.jp/product/detail/%E7%84%BC%E3%81%95%E3%81%95%E3%81%BF/9789,ウェット,74.0,23.0,88.5,4.2,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,焼本かつお 海鮮かつお節味 10本入り,https://www.inaba-petfood.co.jp/product/detail/%E7%84%BC%E6%9C%AC%E3%81%8B%E3%81%A4%E3%81%8A/9788,ウェット,70.0,26.5,88.3,5.0,,,,,False,no,2026-06-22
いなばペットフード株式会社,焼かつお 高齢猫用 10 本入り,https://www.inaba-petfood.co.jp/product/detail/%E7%84%BC%E3%81%8B%E3%81%A4%E3%81%8A/9786,ウェット,74.0,23.0,88.5,4.6,,,,,False,no,2026-06-22
いなばペットフード株式会社,焼かつお 本格だしミックス味 10本入り,https://www.inaba-petfood.co.jp/product/detail/%E7%84%BC%E3%81%8B%E3%81%A4%E3%81%8A/9785,ウェット,67.0,28.0,84.8,3.6,,,,,False,no,2026-06-22
いなばペットフード株式会社,焼かつお 海鮮ミックス味 10本入り,https://www.inaba-petfood.co.jp/product/detail/%E7%84%BC%E3%81%8B%E3%81%A4%E3%81%8A/9784,ウェット,67.0,28.0,84.8,3.6,,,,,False,no,2026-06-22
いなばペットフード株式会社,焼かつお かつおミックス味 10本入り,https://www.inaba-petfood.co.jp/product/detail/%E7%84%BC%E3%81%8B%E3%81%A4%E3%81%8A/9781,ウェット,67.0,28.0,84.8,3.6,,,,,False,no,2026-06-22
いなばペットフード株式会社,CIAO ちゅ～るごはん スープ とりささみ,https://www.inaba-petfood.co.jp/product/detail/CIAO%E3%80%80%E3%81%A1%E3%82%85%EF%BD%9E%E3%82%8B%E3%81%94%E3%81%AF%E3%82%93%E3%82%B9%E3%83%BC%E3%83%97/11064,ウェット,91.5,4.0,47.1,14.1,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,CIAO ちゅ～るごはん スープ まぐろ,https://www.inaba-petfood.co.jp/product/detail/CIAO%E3%80%80%E3%81%A1%E3%82%85%EF%BD%9E%E3%82%8B%E3%81%94%E3%81%AF%E3%82%93%E3%82%B9%E3%83%BC%E3%83%97/11063,ウェット,91.5,4.0,47.1,14.1,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,前浜の魚 まぐろ 細かめフレーク,https://www.inaba-petfood.co.jp/product/detail/%E5%89%8D%E6%B5%9C%E3%81%AE%E9%AD%9A/5317,ウェット,88.0,9.0,75.0,4.2,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,前浜の魚 まぐろ,https://www.inaba-petfood.co.jp/product/detail/%E5%89%8D%E6%B5%9C%E3%81%AE%E9%AD%9A/5314,ウェット,88.0,9.0,75.0,4.2,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,わがまま猫 しらす入り かつお・まぐろ,https://www.inaba-petfood.co.jp/product/detail/%E3%82%8F%E3%81%8C%E3%81%BE%E3%81%BE%E7%8C%AB/5304,ウェット,88.5,9.0,78.3,4.3,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,わがまま猫 ささみ入り かつお・まぐろ,https://www.inaba-petfood.co.jp/product/detail/%E3%82%8F%E3%81%8C%E3%81%BE%E3%81%BE%E7%8C%AB/5303,ウェット,88.5,9.0,78.3,4.3,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,わがまま猫 かつお節入り かつお・まぐろ,https://www.inaba-petfood.co.jp/product/detail/%E3%82%8F%E3%81%8C%E3%81%BE%E3%81%BE%E7%8C%AB/5302,ウェット,88.5,9.0,78.3,4.3,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,前浜の魚 かつお丸つぶし しらす入り,https://www.inaba-petfood.co.jp/product/detail/%E5%89%8D%E6%B5%9C%E3%81%AE%E9%AD%9A/5309,ウェット,88.0,9.0,75.0,4.2,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,前浜の魚 かつお丸つぶし にぼし入り,https://www.inaba-petfood.co.jp/product/detail/%E5%89%8D%E6%B5%9C%E3%81%AE%E9%AD%9A/5308,ウェット,88.0,9.0,75.0,4.2,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,前浜の魚 かつお丸つぶし,https://www.inaba-petfood.co.jp/product/detail/%E5%89%8D%E6%B5%9C%E3%81%AE%E9%AD%9A/5306,ウェット,88.0,9.0,75.0,4.2,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,わがまま猫 とろみ まぐろ かつお節入り 3缶,https://www.inaba-petfood.co.jp/product/detail/%E3%82%8F%E3%81%8C%E3%81%BE%E3%81%BE%E7%8C%AB/9700,ウェット,89.0,8.5,77.3,4.5,,,50.0,per_100g,False,no,2026-06-22
いなばペットフード株式会社,わがまま猫 とろみ まぐろ ささみ入り 3缶,https://www.inaba-petfood.co.jp/product/detail/%E3%82%8F%E3%81%8C%E3%81%BE%E3%81%BE%E7%8C%AB/9699,ウェット,89.0,8.5,77.3,4.5,,,50.0,per_100g,False,no,2026-06-22
いなばペットフード株式会社,わがまま猫 とろみ まぐろ しらす入り 3缶,https://www.inaba-petfood.co.jp/product/detail/%E3%82%8F%E3%81%8C%E3%81%BE%E3%81%BE%E7%8C%AB/9698,ウェット,89.0,8.5,77.3,4.5,,,50.0,per_100g,False,no,2026-06-22
いなばペットフード株式会社,わがまま猫 とろみ まぐろ 3缶,https://www.inaba-petfood.co.jp/product/detail/%E3%82%8F%E3%81%8C%E3%81%BE%E3%81%BE%E7%8C%AB/9697,ウェット,89.0,8.5,77.3,4.5,,,50.0,per_100g,False,no,2026-06-22
いなばペットフード株式会社,わがまま猫 まぐろ かつお節入り 3缶,https://www.inaba-petfood.co.jp/product/detail/%E3%82%8F%E3%81%8C%E3%81%BE%E3%81%BE%E7%8C%AB/9696,ウェット,88.5,9.0,78.3,3.5,,,60.0,per_100g,False,no,2026-06-22
いなばペットフード株式会社,わがまま猫 まぐろ ささみ入り 3缶,https://www.inaba-petfood.co.jp/product/detail/%E3%82%8F%E3%81%8C%E3%81%BE%E3%81%BE%E7%8C%AB/9695,ウェット,88.5,9.0,78.3,3.5,,,60.0,per_100g,False,no,2026-06-22
いなばペットフード株式会社,わがまま猫 まぐろ しらす入り 3缶,https://www.inaba-petfood.co.jp/product/detail/%E3%82%8F%E3%81%8C%E3%81%BE%E3%81%BE%E7%8C%AB/9694,ウェット,88.5,9.0,78.3,3.5,,,60.0,per_100g,False,no,2026-06-22
いなばペットフード株式会社,わがまま猫 まぐろ 3缶,https://www.inaba-petfood.co.jp/product/detail/%E3%82%8F%E3%81%8C%E3%81%BE%E3%81%BE%E7%8C%AB/9693,ウェット,88.5,9.0,78.3,3.5,,,60.0,per_100g,False,no,2026-06-22
いなばペットフード株式会社,わがまま猫 白身のせ かつお・まぐろ ささみ入り 3缶,https://www.inaba-petfood.co.jp/product/detail/%E3%82%8F%E3%81%8C%E3%81%BE%E3%81%BE%E7%8C%AB/6068,ウェット,80.0,16.0,80.0,7.5,,,110.0,per_100g,False,no,2026-06-22
いなばペットフード株式会社,わがまま猫 白身のせ かつお・まぐろ しらす入り 3缶,https://www.inaba-petfood.co.jp/product/detail/%E3%82%8F%E3%81%8C%E3%81%BE%E3%81%BE%E7%8C%AB/6067,ウェット,80.0,16.0,80.0,7.5,,,110.0,per_100g,False,no,2026-06-22
いなばペットフード株式会社,わがまま猫 白身のせ かつお・まぐろ 3缶,https://www.inaba-petfood.co.jp/product/detail/%E3%82%8F%E3%81%8C%E3%81%BE%E3%81%BE%E7%8C%AB/6066,ウェット,80.0,16.0,80.0,7.5,,,110.0,per_100g,False,no,2026-06-22
いなばペットフード株式会社,ホワイトフジ プレミアム まぐろ しらす入り,https://www.inaba-petfood.co.jp/product/detail/%E3%81%84%E3%81%AA%E3%81%B0%E3%80%80%E3%83%9B%E3%83%AF%E3%82%A4%E3%83%88%E3%83%95%E3%82%B8%E3%80%80%E3%83%97%E3%83%AC%E3%83%9F%E3%82%A2%E3%83%A0/11041,ウェット,84.0,12.0,75.0,13.8,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,ホワイトフジ プレミアム まぐろ ほたて味,https://www.inaba-petfood.co.jp/product/detail/%E3%81%84%E3%81%AA%E3%81%B0%E3%80%80%E3%83%9B%E3%83%AF%E3%82%A4%E3%83%88%E3%83%95%E3%82%B8%E3%80%80%E3%83%97%E3%83%AC%E3%83%9F%E3%82%A2%E3%83%A0/11040,ウェット,84.0,12.0,75.0,13.8,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,ホワイトフジ プレミアム まぐろ かつお節入り,https://www.inaba-petfood.co.jp/product/detail/%E3%81%84%E3%81%AA%E3%81%B0%E3%80%80%E3%83%9B%E3%83%AF%E3%82%A4%E3%83%88%E3%83%95%E3%82%B8%E3%80%80%E3%83%97%E3%83%AC%E3%83%9F%E3%82%A2%E3%83%A0/11039,ウェット,84.0,12.0,75.0,13.8,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,ホワイトフジ プレミアム まぐろ,https://www.inaba-petfood.co.jp/product/detail/%E3%81%84%E3%81%AA%E3%81%B0%E3%80%80%E3%83%9B%E3%83%AF%E3%82%A4%E3%83%88%E3%83%95%E3%82%B8%E3%80%80%E3%83%97%E3%83%AC%E3%83%9F%E3%82%A2%E3%83%A0/11038,ウェット,84.0,12.0,75.0,13.8,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,魚八 高齢猫用 かつお節入り 3缶,https://www.inaba-petfood.co.jp/product/detail/%E3%81%84%E3%81%AA%E3%81%B0%E3%80%80%E9%AD%9A%E5%85%AB+3%E7%BC%B6/11047,ウェット,81.9,14.0,77.3,11.0,,,90.0,per_100g,False,no,2026-06-22
いなばペットフード株式会社,魚八 しらす入り 3缶,https://www.inaba-petfood.co.jp/product/detail/%E3%81%84%E3%81%AA%E3%81%B0%E3%80%80%E9%AD%9A%E5%85%AB+3%E7%BC%B6/11046,ウェット,81.9,14.0,77.3,11.0,,,90.0,per_100g,False,no,2026-06-22
いなばペットフード株式会社,魚八 かつお節入り 3缶,https://www.inaba-petfood.co.jp/product/detail/%E3%81%84%E3%81%AA%E3%81%B0%E3%80%80%E9%AD%9A%E5%85%AB+3%E7%BC%B6/11045,ウェット,81.9,14.0,77.3,11.0,,,90.0,per_100g,False,no,2026-06-22
いなばペットフード株式会社,魚八 ささみ入り 3缶,https://www.inaba-petfood.co.jp/product/detail/%E3%81%84%E3%81%AA%E3%81%B0%E3%80%80%E9%AD%9A%E5%85%AB+3%E7%BC%B6/11044,ウェット,81.9,14.0,77.3,11.0,,,90.0,per_100g,False,no,2026-06-22
いなばペットフード株式会社,ツインカップテリーヌ まぐろ・ささみ かつお節添え,https://www.inaba-petfood.co.jp/product/detail/%E3%83%84%E3%82%A4%E3%83%B3%E3%82%AB%E3%83%83%E3%83%97/6737,ウェット,90.0,7.0,70.0,1.0,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,ツインカップテリーヌ まぐろ・ささみ しらす添え,https://www.inaba-petfood.co.jp/product/detail/%E3%83%84%E3%82%A4%E3%83%B3%E3%82%AB%E3%83%83%E3%83%97/6736,ウェット,90.0,7.0,70.0,1.0,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,ツインカップテリーヌ まぐろ・ささみ 貝柱添え,https://www.inaba-petfood.co.jp/product/detail/%E3%83%84%E3%82%A4%E3%83%B3%E3%82%AB%E3%83%83%E3%83%97/6735,ウェット,90.0,7.0,70.0,1.0,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,ツインカップテリーヌ まぐろ・ささみ,https://www.inaba-petfood.co.jp/product/detail/%E3%83%84%E3%82%A4%E3%83%B3%E3%82%AB%E3%83%83%E3%83%97/6734,ウェット,90.0,7.0,70.0,1.0,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,焼かつおカップスープ ほたて貝柱・ささみ入り,https://www.inaba-petfood.co.jp/product/detail/%E7%84%BC%E3%81%8B%E3%81%A4%E3%81%8A%E3%82%AB%E3%83%83%E3%83%97/4031,ウェット,93.0,5.0,71.4,1.4,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,焼かつおカップスープ かつお節・ほたて貝柱・ささみ入り,https://www.inaba-petfood.co.jp/product/detail/%E7%84%BC%E3%81%8B%E3%81%A4%E3%81%8A%E3%82%AB%E3%83%83%E3%83%97/4030,ウェット,93.0,5.0,71.4,1.4,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,CIAO だしスープ このままだしスープ まぐろ かにかま・しらす入り,https://www.inaba-petfood.co.jp/product/detail/CIAO+%E3%82%AB%E3%83%83%E3%83%97/3012,ウェット,93.0,5.0,71.4,1.4,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,CIAO だしスープ このままだしスープ まぐろ かにかま・かつお節入り,https://www.inaba-petfood.co.jp/product/detail/CIAO+%E3%82%AB%E3%83%83%E3%83%97/3011,ウェット,93.0,5.0,71.4,1.4,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,まぐろジュレ 乳酸菌入り ささみ入り,https://www.inaba-petfood.co.jp/product/detail/%E3%81%BE%E3%81%90%E3%82%8D%E3%82%B8%E3%83%A5%E3%83%AC/8035,ウェット,90.0,7.0,70.0,1.0,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,まぐろジュレ 乳酸菌入り かつお節入り,https://www.inaba-petfood.co.jp/product/detail/%E3%81%BE%E3%81%90%E3%82%8D%E3%82%B8%E3%83%A5%E3%83%AC/8034,ウェット,90.0,7.0,70.0,1.0,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,まぐろジュレ 乳酸菌入り まぐろ,https://www.inaba-petfood.co.jp/product/detail/%E3%81%BE%E3%81%90%E3%82%8D%E3%82%B8%E3%83%A5%E3%83%AC/8033,ウェット,90.0,7.0,70.0,1.0,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,まぐろジュレ 乳酸菌入り シーフードバラエティ 12個パック,https://www.inaba-petfood.co.jp/product/detail/%E3%81%BE%E3%81%90%E3%82%8D%E3%82%B8%E3%83%A5%E3%83%AC/8042,ウェット,90.0,7.0,70.0,1.0,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,まぐろジュレ 乳酸菌入り まぐろ・ささみバラエティ 12個パック,https://www.inaba-petfood.co.jp/product/detail/%E3%81%BE%E3%81%90%E3%82%8D%E3%82%B8%E3%83%A5%E3%83%AC/8041,ウェット,90.0,7.0,70.0,1.0,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,まぐろジュレ 乳酸菌入り まぐろ・ささみバラエティ 4個パック,https://www.inaba-petfood.co.jp/product/detail/%E3%81%BE%E3%81%90%E3%82%8D%E3%82%B8%E3%83%A5%E3%83%AC/8040,ウェット,90.0,7.0,70.0,1.0,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,まぐろジュレ 乳酸菌入り ささみバラエティ 4個パック,https://www.inaba-petfood.co.jp/product/detail/%E3%81%BE%E3%81%90%E3%82%8D%E3%82%B8%E3%83%A5%E3%83%AC/8039,ウェット,90.0,7.0,70.0,1.0,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,まぐろジュレ 乳酸菌入り まぐろバラエティ 4個パック,https://www.inaba-petfood.co.jp/product/detail/%E3%81%BE%E3%81%90%E3%82%8D%E3%82%B8%E3%83%A5%E3%83%AC/8038,ウェット,90.0,7.0,70.0,1.0,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,金のだしカップ 11歳からのまぐろ・かつお・ささみ入り,https://www.inaba-petfood.co.jp/product/detail/%E9%87%91%E3%81%AE%E3%81%A0%E3%81%97/5279,ウェット,89.0,9.0,81.8,0.9,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,CIAO ちゅ～ぶ とりささみ,https://www.inaba-petfood.co.jp/product/detail/CIAO+%E3%81%A1%E3%82%85%E3%80%9C%E3%81%B6/6490,ウェット,90.0,8.0,80.0,2.0,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,CIAO ちゅ～ぶ まぐろ ほたて貝柱入り,https://www.inaba-petfood.co.jp/product/detail/CIAO+%E3%81%A1%E3%82%85%E3%80%9C%E3%81%B6/6489,ウェット,90.0,8.0,80.0,2.0,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,CIAO ちゅ～ぶ まぐろ,https://www.inaba-petfood.co.jp/product/detail/CIAO+%E3%81%A1%E3%82%85%E3%80%9C%E3%81%B6/6488,ウェット,90.0,8.0,80.0,2.0,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,金のだし ちゅ～るタイプ とりささみ かつお節入り,https://www.inaba-petfood.co.jp/product/detail/%E9%87%91%E3%81%AE%E3%81%A0%E3%81%97/3635,ウェット,90.0,7.0,70.0,15.0,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,金のだし ちゅ～るタイプ まぐろ とりささみ入り,https://www.inaba-petfood.co.jp/product/detail/%E9%87%91%E3%81%AE%E3%81%A0%E3%81%97/3634,ウェット,90.0,7.0,70.0,15.0,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,CIAO こだわり フレーク まぐろ 削り節入り,https://www.inaba-petfood.co.jp/product/detail/CIAO+%E3%81%93%E3%81%A0%E3%82%8F%E3%82%8A/9709,ウェット,89.2,8.5,78.7,1.9,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,CIAO こだわり フレーク かつお,https://www.inaba-petfood.co.jp/product/detail/CIAO+%E3%81%93%E3%81%A0%E3%82%8F%E3%82%8A/9708,ウェット,89.2,8.5,78.7,1.9,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,CIAO こだわり フレーク まぐろ,https://www.inaba-petfood.co.jp/product/detail/CIAO+%E3%81%93%E3%81%A0%E3%82%8F%E3%82%8A/9707,ウェット,89.2,8.5,78.7,1.9,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,CIAO こだわり だしスープ ささみ ほたて貝柱入り,https://www.inaba-petfood.co.jp/product/detail/CIAO+%E3%81%93%E3%81%A0%E3%82%8F%E3%82%8A/9706,ウェット,93.5,4.0,61.5,3.1,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,CIAO こだわり だしスープ かつお ほたて貝柱・ささみ入り,https://www.inaba-petfood.co.jp/product/detail/CIAO+%E3%81%93%E3%81%A0%E3%82%8F%E3%82%8A/9705,ウェット,93.5,4.0,61.5,3.1,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,CIAO こだわり だしスープ まぐろ ほたて貝柱・ささみ入り,https://www.inaba-petfood.co.jp/product/detail/CIAO+%E3%81%93%E3%81%A0%E3%82%8F%E3%82%8A/9704,ウェット,93.5,4.0,61.5,3.1,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,CIAO こだわり テイスト ささみ ほたて味,https://www.inaba-petfood.co.jp/product/detail/CIAO+%E3%81%93%E3%81%A0%E3%82%8F%E3%82%8A/9703,ウェット,92.5,5.0,66.7,2.7,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,CIAO こだわり テイスト かつお ささみ・おかか入り,https://www.inaba-petfood.co.jp/product/detail/CIAO+%E3%81%93%E3%81%A0%E3%82%8F%E3%82%8A/9702,ウェット,92.5,5.0,66.7,2.7,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,CIAO こだわり テイスト まぐろ ささみ入り ほたて味,https://www.inaba-petfood.co.jp/product/detail/CIAO+%E3%81%93%E3%81%A0%E3%82%8F%E3%82%8A/9701,ウェット,92.5,5.0,66.7,2.7,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,CIAO こだわり フレーク まぐろ・かつおバラエティ 24袋入り,https://www.inaba-petfood.co.jp/product/detail/CIAO+%E3%81%93%E3%81%A0%E3%82%8F%E3%82%8A/9713,ウェット,89.2,8.5,78.7,1.9,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,CIAO こだわり だしスープ まぐろバラエティ 8袋入り,https://www.inaba-petfood.co.jp/product/detail/CIAO+%E3%81%93%E3%81%A0%E3%82%8F%E3%82%8A/10037,ウェット,93.5,4.0,61.5,3.1,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,CIAO こだわり だしスープ まぐろ・ささみバラエティ 8袋入り,https://www.inaba-petfood.co.jp/product/detail/CIAO+%E3%81%93%E3%81%A0%E3%82%8F%E3%82%8A/10036,ウェット,93.5,4.0,61.5,3.1,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,CIAO こだわり だしスープ まぐろ・かつおバラエティ 8袋入り,https://www.inaba-petfood.co.jp/product/detail/CIAO+%E3%81%93%E3%81%A0%E3%82%8F%E3%82%8A/10035,ウェット,93.5,4.0,61.5,3.1,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,CIAO こだわり テイスト まぐろバラエティ 8袋入り,https://www.inaba-petfood.co.jp/product/detail/CIAO+%E3%81%93%E3%81%A0%E3%82%8F%E3%82%8A/10032,ウェット,92.5,5.0,66.7,2.7,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,CIAO こだわり テイスト まぐろ・ささみバラエティ 8袋入り,https://www.inaba-petfood.co.jp/product/detail/CIAO+%E3%81%93%E3%81%A0%E3%82%8F%E3%82%8A/10031,ウェット,92.5,5.0,66.7,2.7,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,CIAO こだわり テイスト まぐろ・かつおバラエティ 8袋入り,https://www.inaba-petfood.co.jp/product/detail/CIAO+%E3%81%93%E3%81%A0%E3%82%8F%E3%82%8A/10030,ウェット,92.5,5.0,66.7,2.7,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,CIAO こだわり フレーク かつお・削り節バラエティ 8袋入り,https://www.inaba-petfood.co.jp/product/detail/CIAO+%E3%81%93%E3%81%A0%E3%82%8F%E3%82%8A/9712,ウェット,89.2,8.5,78.7,1.9,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,CIAO こだわり フレーク まぐろ・削り節バラエティ 8袋入り,https://www.inaba-petfood.co.jp/product/detail/CIAO+%E3%81%93%E3%81%A0%E3%82%8F%E3%82%8A/9711,ウェット,89.2,8.5,78.7,1.9,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,CIAO こだわり フレーク まぐろ・かつおバラエティ 8袋入り,https://www.inaba-petfood.co.jp/product/detail/CIAO+%E3%81%93%E3%81%A0%E3%82%8F%E3%82%8A/9710,ウェット,89.2,8.5,78.7,1.9,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,CIAO パウチ 贅沢 黒毛和牛 まぐろ・とりささみ,https://www.inaba-petfood.co.jp/product/detail/CIAO+%E3%83%91%E3%82%A6%E3%83%81/6688,ウェット,91.0,7.0,77.8,4.4,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,CIAO パウチ 贅沢 サーモン まぐろ・とりささみ,https://www.inaba-petfood.co.jp/product/detail/CIAO+%E3%83%91%E3%82%A6%E3%83%81/6687,ウェット,91.0,7.0,77.8,4.4,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,CIAO パウチ 贅沢 ほたて貝柱 まぐろ・とりささみ,https://www.inaba-petfood.co.jp/product/detail/CIAO+%E3%83%91%E3%82%A6%E3%83%81/6686,ウェット,91.0,7.0,77.8,4.4,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,CIAO パウチ 贅沢 本まぐろ まぐろ・とりささみ,https://www.inaba-petfood.co.jp/product/detail/CIAO+%E3%83%91%E3%82%A6%E3%83%81/6685,ウェット,91.0,7.0,77.8,4.4,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,CIAO パウチ 贅沢バラエティ 24袋入り,https://www.inaba-petfood.co.jp/product/detail/CIAO+%E3%83%91%E3%82%A6%E3%83%81/8027,ウェット,91.0,7.0,77.8,4.4,,,,,False,no,2026-06-22
いなばペットフード株式会社,CIAO とろみ 11歳からのささみ・まぐろ ほたて味 4連パック,https://www.inaba-petfood.co.jp/product/detail/CIAO+%E3%81%A8%E3%82%8D%E3%81%BF/7315,ウェット,91.0,6.5,72.2,2.2,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,CIAO とろみ ささみ・まぐろ かつお節入り 4連パック,https://www.inaba-petfood.co.jp/product/detail/CIAO+%E3%81%A8%E3%82%8D%E3%81%BF/7314,ウェット,91.0,6.5,72.2,2.2,,,,per_piece,False,no,2026-06-22
いなばペットフード株式会社,CIAO とろみ ささみ・まぐろ かにかま入り 4連パック,https://www.inaba-petfood.co.jp/product/detail/CIAO+%E3%81%A8%E3%82%8D%E3%81%BF/7313,ウェット,91.0,6.5,72.2,2.2,,,,per_piece,False,no,2026-06-22
日本ペットフード株式会社,ビューティープロ キャット 子猫用 １２ヵ月頃まで,https://www.npf.co.jp/cat-products/cat-detail/bcg,ドライ,10.0,40.0,44.4,14.4,0.7%,0.8,390.0,per_100g,False,yes,2026-06-22
日本ペットフード株式会社,ビューティープロ キャット 成猫用 １歳から,https://www.npf.co.jp/cat-products/cat-detail/bcm,ドライ,10.0,35.0,38.9,11.2,0.7%,0.8,360.0,per_100g,False,yes,2026-06-22
日本ペットフード株式会社,ビューティープロ キャット 成猫用 １歳から チキン味,https://www.npf.co.jp/cat-products/cat-detail/bcmc,ドライ,10.0,35.0,38.9,11.2,0.7%,0.8,360.0,per_100g,False,yes,2026-06-22
日本ペットフード株式会社,ビューティープロ キャット 避妊・去勢後用,https://www.npf.co.jp/cat-products/cat-detail/bcn,ドライ,10.0,35.0,38.9,9.0,0.7%,0.8,340.0,per_100g,False,yes,2026-06-22
日本ペットフード株式会社,ビューティープロ キャット 下部尿路の健康維持 １歳から,https://www.npf.co.jp/cat-products/cat-detail/bcmf,ドライ,10.0,35.0,38.9,11.2,0.7%,0.8,360.0,per_100g,True,yes,2026-06-22
日本ペットフード株式会社,ビューティープロ キャット 下部尿路の健康維持 １歳から チキン味,https://www.npf.co.jp/cat-products/cat-detail/bcmfc,ドライ,10.0,35.0,38.9,11.2,0.7%,0.8,360.0,per_100g,True,yes,2026-06-22
日本ペットフード株式会社,ビューティープロ キャット 下部尿路の健康維持 １１歳以上,https://www.npf.co.jp/cat-products/cat-detail/bc11f,ドライ,10.0,32.0,35.6,9.4,0.6%,0.7,350.0,per_100g,True,yes,2026-06-22
