product_url,image_file,source_item_url,source_shop,matched_name,score,fetched_at
https://www.aixia.jp/product/detail_4571104715368,,,,,0,2026-06-24
https://www.aixia.jp/product/detail_4571104715375,,,,,0,2026-06-24
